Company,Location,Date,Rocket,Mission,RocketStatus,MissionStatus,Country
Roscosmos,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",11/12/2015,Zenit-3 SLBF,Elektro-L n†­2,Retired,Success,Kazakhstan
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",16/12/2015,PSLV-CA,TeLEOS-1 & Rideshares,Active,Success,India
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",17/12/2015,Soyuz ST-B/Fregat-MT,Galileo FOC FM8-FM9,Active,Success,France
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",22/12/2015,Falcon 9 Block 3,OG2 Mission 2,Retired,Success,USA
CASC,"LC-3, Xichang Satellite Launch Center, China",15/01/2016,Long March 3B/E,Belintersat 1,Active,Success,China
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",17/01/2016,Falcon 9 v1.1,Jason-3,Retired,Success,USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",20/01/2016,PSLV-XL,IRNSS-1E,Active,Success,India
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",22/01/2016,New Shepard,NS-3,Active,Success,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",27/01/2016,Ariane 5 ECA,Intelsat 29e,Active,Success,France
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",29/01/2016,Proton-M/Briz-M,Eutelsat 9B,Active,Success,Kazakhstan
CASC,"LC-2, Xichang Satellite Launch Center, China",01/02/2016,Long March 3C/YZ-1,BeiDou M3-S,Active,Success,China
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",05/02/2016,Atlas V 401,GPS IIF-12,Active,Success,USA
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",07/02/2016,Soyuz 2.1b/Fregat,GLONASS-M No.50S,Active,Success,Russia
KCST,"Pad 1, Sohae Satellite Launching Station, North Korea",07/02/2016,Unha-3,Kwangmyngsng-4,Active,Success,North Korea
ULA,"SLC-6, Vandenberg AFB, California, USA",10/02/2016,"Delta IV Medium+ (5,2)",NROL-45,Retired,Success,USA
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",16/02/2016,Rokot/Briz KM,Sentinel-3A,Retired,Success,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",17/02/2016,H-IIA 202,"Astro H, Horyu 4 & Kinshachi 2 and 3",Active,Success,Japan
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",04/03/2016,Falcon 9 Block 3,SES-9,Retired,Success,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",09/03/2016,Ariane 5 ECA,Eutelsat 65 West A,Active,Success,France
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",10/03/2016,PSLV-XL,IRNSS-1F,Active,Success,India
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",13/03/2016,Soyuz 2.1b,Resurs-P No.3,Active,Success,Kazakhstan
Roscosmos,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",14/03/2016,Proton-M/Briz-M,ExoMars Trace Gas Orbiter & Schiaparelli EDM,Active,Success,Kazakhstan
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",18/03/2016,Soyuz FG,Soyuz TMA-20M,Retired,Success,Kazakhstan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",23/03/2016,Atlas V 401,CRS OA-6,Active,Success,USA
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",24/03/2016,Soyuz 2.1a,Bars-M 2L,Active,Success,Russia
CASC,"LC-2, Xichang Satellite Launch Center, China",29/03/2016,Long March 3A,BeiDou IGSO-6,Active,Success,China
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",31/03/2016,Soyuz 2.1a,Progress MS-02,Active,Success,Kazakhstan
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",02/04/2016,New Shepard,NS-4,Active,Success,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",05/04/2016,Long March 2D,Shijian-10,Active,Success,China
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",08/04/2016,Falcon 9 Block 3,CRS-8,Retired,Success,USA
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",25/04/2016,Soyuz ST-A/Fregat-M,"Sentinel 1B, MICROSCOPE & Others",Active,Success,France
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",28/04/2016,Soyuz 2.1a/Volga,"Mikhailo Lomonosov, Aist-2D, & SamSat 218",Active,Success,Russia
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",28/04/2016,PSLV-XL,IRNSS-1G,Active,Success,India
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",06/05/2016,Falcon 9 Block 3,JCSAT-14,Retired,Success,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",15/05/2016,Long March 2D,Yaogan 30,Active,Success,China
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",24/05/2016,Soyuz ST-B/Fregat-MT,Galileo FOC FM10/FM11,Active,Success,France
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",27/05/2016,Falcon 9 Block 3,Thaicom 8,Retired,Success,USA
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",29/05/2016,Soyuz 2.1b/Fregat,GLONASS-M No.51S,Active,Success,Russia
CASC,"LC-9, Taiyuan Satellite Launch Center, China",30/05/2016,Long March 4B,"Ziyuan III-02 & ??uSat-1, 2",Active,Success,China
VKS RF,"Site 133/3, Plesetsk Cosmodrome, Russia",04/06/2016,Rokot/Briz KM,Cosmos 2517,Retired,Success,Russia
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",09/06/2016,Proton-M/Briz-M,Intelsat 31 / DLA-2,Active,Success,Kazakhstan
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",11/06/2016,Delta IV Heavy,NROL-37,Active,Success,USA
CASC,"LC-3, Xichang Satellite Launch Center, China",12/06/2016,Long March 3C/E,BeiDou-2 G7,Active,Success,China
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",15/06/2016,Falcon 9 Block 3,ABS-2A & Eutelsat 117 West B,Retired,Success,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",18/06/2016,Ariane 5 ECA,"EchoStar 18, BRISat",Active,Success,France
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",19/06/2016,New Shepard,NS-5,Active,Success,USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",22/06/2016,PSLV-XL,Cartosat-2C & Rideshares,Active,Success,India
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",24/06/2016,Atlas V 551,MUOS-5,Active,Success,USA
CASC,"LC-201, Wenchang Satellite Launch Center, China",25/06/2016,Long March 7/YZ-1A,Demo Flight,Active,Success,China
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",29/06/2016,Long March 4B,Shijian 16-02,Active,Success,China
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",07/07/2016,Soyuz FG,Soyuz MS-01,Retired,Success,Kazakhstan
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",16/07/2016,Soyuz U,Progress MS-03,Retired,Success,Kazakhstan
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",18/07/2016,Falcon 9 Block 3,CRS-9,Retired,Success,USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",28/07/2016,Atlas V 421,NROL-61,Active,Success,USA
CASC,"LC-3, Xichang Satellite Launch Center, China",05/08/2016,Long March 3B/E,Tiantong-1 01,Active,Success,China
CASC,"LC-9, Taiyuan Satellite Launch Center, China",09/08/2016,Long March 4C,Gaofen-3,Active,Success,China
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",14/08/2016,Falcon 9 Block 3,JCSAT-16,Retired,Success,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",15/08/2016,Long March 2D,"QUESS, Lixing-1, & 3CAT 2",Active,Success,China
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",19/08/2016,"Delta IV Medium+ (4,2)",AFSPC-6,Retired,Success,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",24/08/2016,Ariane 5 ECA,"Intelsat 33e, Intelsat 36",Active,Success,France
CASC,"LC-9, Taiyuan Satellite Launch Center, China",31/08/2016,Long March 4C,Gaofen-10,Active,Failure,China
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",01/09/2016,Falcon 9 Block 3,AMOS-6,Retired,Prelaunch Failure,USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",08/09/2016,GSLV Mk II,INSAT-3DR,Active,Success,India
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",08/09/2016,Atlas V 411,OSIRIS-REx,Retired,Success,USA
IAI,"Pad 1, Palmachim Airbase, Israel",13/09/2016,Shavit-2,Ofek-11,Active,Success,Israel
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",15/09/2016,Long March 2F/T,Tiangong-2,Active,Success,China
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",16/09/2016,Vega,PeruSat-1 and SkySats 4-7,Active,Success,France
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",26/09/2016,PSLV-G,ScatSat-1 & Rideshares,Retired,Success,India
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",05/10/2016,Ariane 5 ECA,"Sky Muster II, GSAT-18",Active,Success,France
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",06/10/2016,New Shepard,NS-6 (Inflight Escape Test),Active,Success,USA
CASC,"Site 901 (SLS-1), Jiuquan Satellite Launch Center, China",16/10/2016,Long March 2F/G,Shenzhou 11,Active,Success,China
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",17/10/2016,Antares 230,CRS OA-5,Retired,Success,USA
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",19/10/2016,Soyuz FG,Soyuz MS-02,Retired,Success,Kazakhstan
MHI,"LA-Y1, Tanegashima Space Center, Japan",02/11/2016,H-IIA 202,Himawari 9,Active,Success,Japan
CASC,"LC-101, Wenchang Satellite Launch Center, China",03/11/2016,Long March 5/YZ-2,Shijian-17,Active,Success,China
CASC,"Site 95, Jiuquan Satellite Launch Center, China",09/11/2016,Long March 11,"XPNAV 1, Xiaoxiang 1 & Others",Active,Success,China
ULA,"SLC-3E, Vandenberg AFB, California, USA",11/11/2016,Atlas V 401,WorldView-4,Active,Success,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",11/11/2016,Long March 2D,Yunhai-1,Active,Success,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",17/11/2016,Ariane 5 ES,Galileo FOC FM7/FM12-FM14,Retired,Success,France
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17/11/2016,Soyuz FG,Soyuz MS-03,Retired,Success,Kazakhstan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",19/11/2016,Atlas V 541,GOES-R (GOES-16),Active,Success,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",22/11/2016,Long March 3C/E,Tianlian I-04,Active,Success,China
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",01/12/2016,Soyuz U,Progress MS-04,Retired,Failure,Kazakhstan
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",05/12/2016,Vega,G??kt??rk-1A,Active,Success,France
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",07/12/2016,PSLV-XL,Resourcesat-2A,Active,Success,India
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",07/12/2016,"Delta IV Medium+ (5,4)",WGS-8,Retired,Success,USA
MHI,"LA-Y2, Tanegashima Space Center, Japan",09/12/2016,H-IIB,HTV-6,Retired,Success,Japan
CASC,"LC-3, Xichang Satellite Launch Center, China",10/12/2016,Long March 3B/E,Fengyun 4A,Active,Success,China
Northrop,"Stargazer, Cape Canaveral AFS, Florida, USA",15/12/2016,Pegasus XL,CYGNSS,Active,Success,USA
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/12/2016,Atlas V 431,EchoStar 19,Retired,Success,USA
JAXA,"Mu Pad, Uchinoura Space Center, Japan",20/12/2016,Epsilon,ERG,Active,Success,Japan
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",21/12/2016,Long March 2D,"TanSat & Spark 1, 2",Active,Success,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",21/12/2016,Ariane 5 ECA,"Star One D1, JCSAT-15",Active,Success,France
CASC,"LC-9, Taiyuan Satellite Launch Center, China",28/12/2016,Long March 2D,"SuperView-1 1, 2 & Bayi Kepu 1",Active,Partial Failure,China
CASC,"LC-2, Xichang Satellite Launch Center, China",05/01/2017,Long March 3B/E,TJS 2,Active,Success,China
ExPace,"Site 95, Jiuquan Satellite Launch Center, China",09/01/2017,Kuaizhou 1A,"Jilin-1 03, Caton-1 & Xingyun Shiyan 1",Active,Success,China
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",14/01/2017,Falcon 9 Block 3,Iridium-1,Retired,Success,USA
JAXA,"Uchinoura Space Center, Japan",14/01/2017,SS-520,TRICOM-1,Active,Failure,Japan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",21/01/2017,Atlas V 401,SBIRS GEO-3,Active,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",24/01/2017,H-IIA 204,DSN-2,Active,Success,Japan
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",28/01/2017,Soyuz ST-B/Fregat-MT,Hispasat AG1,Active,Success,France
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",14/02/2017,Ariane 5 ECA,Intelsat 32e/SkyBrasil-1 & Telkom-3S,Active,Success,France
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",15/02/2017,PSLV-XL,Cartosat-2D & Rideshares,Active,Success,India
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",19/02/2017,Falcon 9 Block 3,CRS-10,Retired,Success,USA
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",22/02/2017,Soyuz U,Progress MS-05 (66P),Retired,Success,Kazakhstan
ULA,"SLC-3E, Vandenberg AFB, California, USA",01/03/2017,Atlas V 401,NROL-79,Active,Success,USA
CASIC,"Site 95, Jiuquan Satellite Launch Center, China",02/03/2017,Kaituozhe 2,Tiankun-1,Active,Success,China
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",07/03/2017,Vega,Sentinel 2B,Active,Success,France
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",16/03/2017,Falcon 9 Block 3,Echostar 23,Retired,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",17/03/2017,H-IIA 202,IGS-Radar 5,Active,Success,Japan
ULA,"SLC-37B, Cape Canaveral AFS, Florida, USA",19/03/2017,"Delta IV Medium+ (5,4)",WGS-9,Retired,Success,USA
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",30/03/2017,Falcon 9 Block 3,SES-10,Retired,Success,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",12/04/2017,Long March 3B/E,Shijian 13,Active,Success,China
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/04/2017,Atlas V 401,CRS OA-7,Active,Success,USA
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",20/04/2017,Soyuz FG,Soyuz MS-04 (50S),Retired,Success,Kazakhstan
CASC,"LC-201, Wenchang Satellite Launch Center, China",20/04/2017,Long March 7/YZ-1A,Tianzhou 1,Active,Success,China
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",01/05/2017,Falcon 9 Block 3,NROL-76,Retired,Success,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",04/05/2017,Ariane 5 ECA,"Koreasat 7, SGDC-1",Active,Success,France
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",05/05/2017,GSLV Mk II,GSAT-9,Active,Success,India
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",15/05/2017,Falcon 9 Block 3,Inmarsat-5 F4,Retired,Success,USA
Arianespace,"ELS, Guiana Space Centre, French Guiana, France",18/05/2017,Soyuz ST-A/Fregat-M,SES-15,Active,Success,France
Rocket Lab,"Rocket Lab LC-1A, M?hia Peninsula, New Zealand",25/05/2017,Electron,It's a Test,Active,Failure,New Zealand
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",25/05/2017,Soyuz 2.1b/Fregat-M,EKS-2,Active,Success,Russia
MHI,"LA-Y1, Tanegashima Space Center, Japan",01/06/2017,H-IIA 202,QZS-2,Active,Success,Japan
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",01/06/2017,Ariane 5 ECA,"ViaSat 2, Eutelsat 172B",Active,Success,France
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",03/06/2017,Falcon 9 Block 3,CRS-11,Retired,Success,USA
ISRO,"Second Launch Pad, Satish Dhawan Space Centre, India",05/06/2017,GSLV Mk III,GSAT-19,Active,Success,India
ILS,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",08/06/2017,Proton-M/Briz-M,Echostar 21,Active,Success,Kazakhstan
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14/06/2017,Soyuz 2.1a,Progress MS-06 (67P),Active,Success,Kazakhstan
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",15/06/2017,Long March 4B,HXMT & Others,Active,Success,China
CASC,"LC-2, Xichang Satellite Launch Center, China",18/06/2017,Long March 3B/E,ChinaSat 9A,Active,Partial Failure,China
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",23/06/2017,PSLV-XL,Cartosat-2E & Rideshares,Active,Success,India
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",23/06/2017,Soyuz 2.1v/Volga,"Cosmos 2519, 2521 and 2523",Active,Success,Russia
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",23/06/2017,Falcon 9 Block 3,BulgariaSat-1,Retired,Success,USA
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",25/06/2017,Falcon 9 Block 3,Iridium-2,Retired,Success,USA
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",28/06/2017,Ariane 5 ECA,"Hellas Sat 3-Inmarsat S EAN, GSAT-17",Active,Success,France
CASC,"LC-101, Wenchang Satellite Launch Center, China",02/07/2017,Long March 5,Shijian-18,Active,Failure,China
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",05/07/2017,Falcon 9 Block 3,Intelsat 35e,Retired,Success,USA
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14/07/2017,Soyuz 2.1a/Fregat,Kanopus-V IK & Rideshares,Active,Partial Failure,Kazakhstan
ISA,"Imam Khomeini Spaceport, Semnan Space Center, Iran",27/07/2017,Simorgh,Test Flight,Active,Failure,Iran
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",28/07/2017,Soyuz FG,Soyuz MS-05 (51S),Retired,Success,Kazakhstan
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",02/08/2017,Vega,OPSAT 3000 & VEN†æS,Active,Success,France
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",12/08/2017,Soyuz FG,Soyuz MS-06 (52S),Retired,Success,Kazakhstan
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",14/08/2017,Falcon 9 Block 4,CRS-12,Retired,Success,USA
VKS RF,"Site 81/24, Baikonur Cosmodrome, Kazakhstan",16/08/2017,Proton-M/Briz-M,Blagovest-11L,Active,Success,Kazakhstan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",18/08/2017,Atlas V 401,TDRS-M (TDRS-13),Active,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",19/08/2017,H-IIA 204,QZS-3,Active,Success,Japan
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",22/08/2017,Soyuz 2.1b/Fregat-M,GLONASS-M No.52S,Active,Success,Russia
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",24/08/2017,Falcon 9 Block 3,Formosat-5,Retired,Success,USA
Northrop,"SLC-46, Cape Canaveral AFS, Florida, USA",25/08/2017,Minotaur IV,ORS-5,Active,Success,USA
ISRO,"First Launch Pad, Satish Dhawan Space Centre, India",31/08/2017,PSLV-XL,IRNSS-1H,Active,Failure,India
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",07/09/2017,Falcon 9 Block 4,OTV-5,Retired,Success,USA
ILS,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",11/09/2017,Proton-M/Briz-M,Amazonas 5,Active,Success,Kazakhstan
ULA,"SLC-3E, Vandenberg AFB, California, USA",24/09/2017,Atlas V 541,NROL-42,Active,Success,USA
VKS RF,"Site 200/39, Baikonur Cosmodrome, Kazakhstan",28/09/2017,Proton-M/Briz-M,AsiaSat 9,Active,Success,Kazakhstan
CASC,"LC-3, Xichang Satellite Launch Center, China",29/09/2017,Long March 2C,"Yaogan-30 A, B & C",Active,Success,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",29/09/2017,Ariane 5 ECA,"Intelsat 37e, BSAT-4a",Active,Success,France
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",09/10/2017,Long March 2D,VRSS-2,Active,Success,China
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",09/10/2017,Falcon 9 Block 4,Iridium-3,Retired,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",09/10/2017,H-IIA 202,QZS-4,Active,Success,Japan
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",11/10/2017,Falcon 9 Block 3,SES-11 / EchoStar 105,Retired,Success,USA
Eurockot,"Site 133/3, Plesetsk Cosmodrome, Russia",13/10/2017,Rokot/Briz KM,Sentinel-5P,Retired,Success,Russia
Roscosmos,"Site 31/6, Baikonur Cosmodrome, Kazakhstan",14/10/2017,Soyuz 2.1a,Progress MS-07 (68P),Active,Success,Kazakhstan
ULA,"SLC-41, Cape Canaveral AFS, Florida, USA",15/10/2017,Atlas V 421,NROL-52,Active,Success,USA
SpaceX,"LC-39A, Kennedy Space Center, Florida, USA",30/10/2017,Falcon 9 Block 4,Koreasat 5A,Retired,Success,USA
Northrop,"SLC-576E, Vandenberg AFB, California, USA",31/10/2017,Minotaur C (Taurus),SkySat & Flock-3m,Active,Success,USA
CASC,"LC-2, Xichang Satellite Launch Center, China",05/11/2017,Long March 3B/YZ-1,BeiDou-3 M1 & M2,Active,Success,China
Arianespace,"ELV-1 (SLV), Guiana Space Centre, French Guiana, France",08/11/2017,Vega,Mohammed VI-A,Active,Success,France
Northrop,"LP-0A, Wallops Flight Facility, Virginia, USA",12/11/2017,Antares 230,CRS OA-8E,Retired,Success,USA
CASC,"LC-9, Taiyuan Satellite Launch Center, China",14/11/2017,Long March 4C,Fengyun 3D,Active,Success,China
ULA,"SLC-2W, Vandenberg AFB, California, USA",18/11/2017,Delta II 7920-10C,JPSS-1,Retired,Success,USA
CASC,"LC-16, Taiyuan Satellite Launch Center, China",21/11/2017,Long March 6,"Jilin-1 Video 04, 05 & 06",Active,Success,China
CASC,"LC-3, Xichang Satellite Launch Center, China",24/11/2017,Long March 2C,"Yaogan-30 D, E, & F",Active,Success,China
Roscosmos,"Site 1S, Vostochny Cosmodrome, Russia",28/11/2017,Soyuz 2.1b/Fregat-M,Meteor-M No.2-1 & Rideshares,Active,Failure,Russia
VKS RF,"Site 43/4, Plesetsk Cosmodrome, Russia",02/12/2017,Soyuz 2.1b,Cosmos 2524,Active,Success,Russia
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",03/12/2017,Long March 2D,LKW-1,Active,Success,China
CASC,"LC-2, Xichang Satellite Launch Center, China",10/12/2017,Long March 3B/E,Alcomsat-1,Active,Success,China
Arianespace,"ELA-3, Guiana Space Centre, French Guiana, France",12/12/2017,Ariane 5 ES,Galileo FOC FM15-FM18,Retired,Success,France
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",15/12/2017,Falcon 9 Block 3,CRS-13,Retired,Success,USA
Roscosmos,"Site 1/5, Baikonur Cosmodrome, Kazakhstan",17/12/2017,Soyuz FG,Soyuz MS-07 (53S),Retired,Success,Kazakhstan
Blue Origin,"Blue Origin Launch Site, West Texas, Texas, USA",17/12/2017,New Shepard,NS-7,Active,Success,USA
MHI,"LA-Y1, Tanegashima Space Center, Japan",23/12/2017,H-IIA 202,GCOM-C & SLATS,Active,Success,Japan
SpaceX,"SLC-4E, Vandenberg AFB, California, USA",23/12/2017,Falcon 9 Block 3,Iridium-4,Retired,Success,USA
CASC,"Site 9401 (SLS-2), Jiuquan Satellite Launch Center, China",23/12/2017,Long March 2D,LKW-2,Active,Success,China
CASC,"LC-3, Xichang Satellite Launch Center, China",25/12/2017,Long March 2C,"Yaogan-30 G, H & I",Active,Success,China
Land Launch,"Site 45/1, Baikonur Cosmodrome, Kazakhstan",26/12/2017,Zenit-3 SLBF,AngoSat-1,Retired,Success,Kazakhstan
SpaceX,"SLC-40, Cape Canaveral AFS, Florida, USA",08/01/2018,Falcon 9 Block 4,Zuma,Retired,Success,USA
CASC,"LC-9, Taiyuan Satellite Launch Center, China",09/01/2018,Long March 2D,SuperView 03 & 04,Active,Success,China
